carat,cut,color,clarity,price,size
1.01,Ideal,I,I1,2844,165.42
1.01,Good,I,I1,2844,163.12
0.79,Ideal,H,VS2,2844,129.67
0.7,Very Good,E,VS2,2845,112.32
0.7,Very Good,E,VS2,2845,117.32
0.8,Good,H,VS2,2845,128.17
1.27,Premium,H,SI2,2845,210.82
0.79,Ideal,D,SI1,2846,128.57
0.72,Very Good,F,VS1,2846,118.35
0.73,Ideal,H,VVS2,2846,121.05
1.01,Fair,H,SI2,2846,162.09
1.01,Good,H,I1,2846,154.11
0.73,Ideal,E,SI1,2846,123.64
0.7,Ideal,E,SI1,2846,116.1
0.7,Good,F,VS2,2846,115.38
0.77,Premium,E,SI1,2846,123.76
0.77,Premium,G,VS2,2846,123.27
0.77,Premium,G,VS1,2846,127.0
0.84,Very Good,H,SI1,2847,139.62
0.72,Ideal,E,SI1,2847,120.05
0.76,Premium,D,SI1,2847,125.87
0.7,Very Good,G,VVS2,2848,113.12
0.54,Ideal,D,VVS2,2848,89.98
0.75,Fair,D,SI2,2848,121.48
0.79,Good,E,SI1,2849,128.33
0.74,Very Good,E,VS1,2849,119.27
0.7,Very Good,E,VS2,2850,116.25
0.7,Ideal,F,VS2,2850,114.98
0.75,Ideal,J,SI1,2850,123.2
1.2,Very Good,H,I1,2850,190.45
0.8,Very Good,F,SI1,2851,127.18
0.66,Ideal,D,VS1,2851,106.46
0.87,Very Good,F,SI2,2851,141.58
0.86,Premium,H,SI1,2851,136.17
0.74,Ideal,F,SI1,2851,121.0
0.58,Very Good,E,IF,2852,95.35
0.78,Ideal,I,VS1,2852,126.36
0.74,Ideal,G,SI1,2852,123.07
0.73,Ideal,E,SI1,2852,118.81
0.91,Very Good,I,SI1,2852,143.76
0.71,Premium,F,VS2,2853,115.06
0.71,Good,G,VS1,2853,114.6
0.79,Ideal,D,SI2,2853,127.36
0.79,Premium,D,SI2,2853,132.87
0.71,Premium,E,SI1,2853,115.78
0.82,Premium,I,VS1,2853,132.31
0.78,Very Good,H,VS1,2854,127.83
0.7,Very Good,E,VS1,2854,113.8
1.12,Premium,H,I1,2854,183.06
0.73,Premium,E,VS2,2854,121.51
0.91,Fair,J,VS2,2854,142.15
0.91,Fair,J,VS2,2854,142.79
0.91,Good,J,VS2,2854,146.1
0.91,Fair,H,SI1,2854,143.75
0.7,Premium,E,VS1,2854,118.18
0.68,Premium,F,VVS2,2854,111.61
0.73,Very Good,F,VS2,2855,117.33
1.03,Good,J,SI1,2855,161.72
0.74,Premium,D,VS2,2855,119.85
0.98,Fair,E,SI2,2855,165.94
1.02,Fair,I,SI1,2856,169.48
1.0,Fair,G,SI2,2856,141.36
1.02,Ideal,H,SI2,2856,166.09
0.6,Ideal,F,VVS2,2856,99.15
0.8,Ideal,G,SI2,2856,132.4
0.97,Ideal,F,I1,2856,160.74
1.0,Fair,I,SI1,2856,154.9
0.26,Ideal,E,VS1,556,41.81
0.26,Ideal,E,VS1,556,42.97
0.36,Ideal,H,SI1,556,59.36
0.34,Good,G,VS2,556,57.02
0.34,Good,E,SI1,556,55.97
0.34,Good,E,SI1,556,56.17
0.34,Good,E,SI1,556,55.84
0.34,Very Good,G,VS2,556,56.1
0.34,Ideal,E,SI1,556,56.12
0.32,Good,E,VS2,556,52.91
0.31,Ideal,I,VVS1,557,51.91
0.31,Ideal,I,VVS1,557,51.18
0.31,Ideal,I,VVS1,557,52.49
0.31,Ideal,I,VVS1,557,52.3
0.31,Ideal,I,VVS1,557,51.23
0.31,Ideal,I,VVS1,557,51.94
0.31,Ideal,G,VS2,557,50.74
0.31,Ideal,H,VS1,557,51.14
0.31,Ideal,H,VS1,557,50.9
0.33,Premium,G,SI2,557,54.51
0.33,Premium,F,SI2,557,53.6
0.33,Premium,G,SI2,557,53.68
0.33,Ideal,G,SI2,557,53.77
0.33,Premium,F,SI2,557,54.07
0.33,Premium,J,VS1,557,53.31
0.33,Premium,J,VS1,557,53.26
0.33,Ideal,J,VS1,557,53.85
0.33,Ideal,I,SI1,557,52.95
0.33,Good,I,SI1,557,54.77
0.33,Premium,I,SI1,557,55.77
1.0,Fair,H,SI2,2856,149.78
0.77,Premium,F,SI1,2856,124.19
0.77,Premium,F,SI1,2856,126.52
0.7,Good,E,VVS2,2857,110.92
0.9,Very Good,G,SI2,2857,139.82
0.72,Ideal,E,SI1,2857,117.21
0.9,Premium,I,VS2,2857,145.42
0.72,Premium,E,SI1,2857,117.83
0.7,Ideal,G,VVS2,2858,113.16
0.81,Very Good,F,SI1,2858,134.76
0.81,Very Good,F,SI1,2858,135.04
0.71,Premium,E,VS2,2858,114.38
0.7,Premium,E,VS2,2858,114.64
0.71,Premium,E,VS2,2858,115.16
0.71,Very Good,E,VS2,2858,113.67
0.92,Premium,J,SI1,2858,149.91
0.76,Ideal,E,SI1,2858,125.81
0.73,Ideal,D,SI1,2858,121.26
0.71,Premium,D,VS2,2858,113.6
0.7,Good,E,VVS2,2858,111.44
0.9,Fair,G,SI2,2858,141.44
0.71,Fair,D,VS2,2858,114.89
0.7,Ideal,D,VS2,2859,116.05
0.7,Premium,D,VS2,2859,114.93
0.77,Premium,F,VS1,2859,124.76
0.71,Ideal,G,VS1,2859,117.45
0.7,Premium,D,VS2,2859,115.46
0.75,Fair,F,VS1,2859,122.73
0.83,Premium,E,SI2,2859,137.45
0.71,Very Good,F,VS2,2860,113.91
0.9,Very Good,J,SI2,2860,143.29
0.6,Ideal,E,VVS2,2860,98.59
0.71,Premium,D,VS1,2860,112.2
0.53,Ideal,F,VVS1,2860,87.03
0.71,Premium,D,SI1,2861,122.43
0.62,Ideal,G,VVS2,2861,100.65
0.62,Ideal,G,VVS2,2861,102.06
0.9,Premium,I,SI1,2861,139.45
0.62,Fair,F,IF,2861,102.39
0.82,Premium,E,SI2,2861,132.98
0.66,Premium,D,VS1,2861,108.33
0.7,Very Good,D,SI1,2862,115.46
0.8,Very Good,F,SI1,2862,129.23
0.8,Very Good,D,SI2,2862,128.45
0.79,Premium,F,SI1,2862,130.55
0.71,Very Good,F,VVS1,2862,112.84
0.7,Ideal,H,VS2,2862,114.71
0.7,Very Good,E,VS2,2862,109.22
0.79,Premium,H,VS1,2862,132.35
0.7,Premium,E,VS2,2862,115.86
1.22,Premium,E,I1,2862,200.73
1.01,Fair,E,SI2,2862,158.6
0.73,Premium,E,VS2,2862,117.03
0.91,Good,I,VS2,2863,143.69
0.71,Ideal,D,SI1,2863,117.8
0.83,Premium,G,SI1,2863,133.83
0.84,Premium,F,SI2,2863,136.94
0.71,Premium,D,SI1,2863,118.13
0.71,Premium,D,SI1,2863,117.13
0.71,Premium,D,SI1,2863,116.62
0.71,Ideal,D,SI1,2863,115.7
0.71,Premium,D,SI1,2863,117.86
0.71,Premium,D,SI1,2863,116.93
0.91,Premium,J,SI1,2863,147.92
0.9,Premium,J,VS2,2863,144.15
0.71,Premium,H,VVS2,2863,114.44
0.71,Premium,E,SI1,2863,116.52
0.72,Ideal,F,VS2,2863,121.21
0.72,Premium,E,SI1,2863,116.45
0.71,Ideal,E,VS2,2863,117.19
0.81,Ideal,E,SI2,2864,133.82
0.83,Very Good,I,VS2,2865,136.98
0.73,Premium,D,SI1,2865,121.07
0.56,Very Good,D,VVS1,2866,90.99
0.56,Very Good,D,VVS1,2866,91.51
0.71,Ideal,E,VS1,2866,116.48
0.7,Ideal,H,VVS1,2866,114.21
0.96,Premium,I,SI1,2866,156.6
0.71,Very Good,H,VVS1,2867,115.18
0.7,Ideal,D,VS2,2867,112.16
0.71,Ideal,H,VVS1,2867,117.54
0.8,Premium,H,VS2,2867,133.14
0.95,Premium,F,SI2,2867,156.84
0.82,Ideal,F,SI2,2867,132.58
0.52,Ideal,F,VVS1,2867,85.99
0.82,Ideal,F,SI2,2867,137.33
0.82,Ideal,F,SI2,2867,133.83
0.82,Premium,F,SI2,2867,137.53
0.8,Ideal,G,SI1,2867,128.21
0.96,Fair,F,SI2,2867,146.34
0.72,Ideal,I,VS1,2868,117.75
0.62,Ideal,G,IF,2868,102.82
0.79,Premium,E,SI2,2868,127.29
0.75,Very Good,E,SI1,2868,119.26
1.08,Premium,D,I1,2869,171.05
0.72,Ideal,E,SI1,2869,118.95
0.62,Ideal,G,IF,2869,100.1
0.73,Ideal,G,VVS2,2869,121.13
0.72,Ideal,H,VVS2,2869,117.6
0.52,Premium,F,VVS2,2870,84.18
0.83,Ideal,E,SI2,2870,136.12
0.64,Premium,E,VVS2,2870,105.39
0.8,Ideal,G,SI1,2870,129.67
0.74,Ideal,H,SI1,2870,121.1
0.72,Ideal,F,SI1,2870,117.24
0.82,Ideal,H,VS2,2870,135.29
0.73,Premium,E,VS1,2870,119.22
1.04,Premium,I,I1,2870,166.09
0.73,Very Good,E,SI1,2871,119.21
0.73,Good,E,SI1,2871,118.35
0.9,Premium,J,SI1,2871,141.2
0.75,Ideal,I,SI1,2871,123.12
0.79,Ideal,G,SI1,2871,130.46
0.7,Good,D,SI1,2872,110.27
0.75,Very Good,D,SI1,2872,124.41
1.02,Ideal,I,I1,2872,166.76
0.7,Very Good,G,SI2,2872,115.05
0.7,Ideal,D,SI1,2872,113.23
0.7,Good,E,SI1,2872,112.79
0.7,Ideal,D,SI1,2872,115.57
0.7,Ideal,D,SI1,2872,114.46
0.7,Very Good,D,SI1,2872,116.46
0.72,Very Good,E,VS2,2872,120.7
0.74,Ideal,E,SI1,2872,119.11
0.84,Good,G,SI1,2872,135.5
0.76,Very Good,F,VS2,2873,123.04
0.77,Very Good,E,SI1,2873,124.65
0.76,Ideal,E,SI2,2873,122.45
1.0,Ideal,I,SI2,2873,164.14
1.0,Fair,H,SI1,2873,149.08
0.9,Fair,I,SI1,2873,142.91
0.9,Premium,J,SI1,2873,143.49
0.9,Good,J,SI1,2873,136.96
0.9,Fair,I,SI1,2873,138.18
0.9,Fair,I,SI1,2873,141.13
0.9,Premium,J,SI1,2873,147.96
0.78,Premium,F,VS2,2874,126.23
0.71,Premium,D,VS2,2874,114.31
0.7,Premium,F,VS1,2874,113.92
0.7,Premium,F,VS1,2874,112.02
0.7,Premium,G,VVS2,2874,111.41
0.7,Ideal,F,VS1,2874,116.05
0.7,Ideal,F,VS1,2874,115.9
0.7,Ideal,F,VS1,2874,113.81
0.7,Premium,G,VVS2,2874,113.12
1.0,Fair,H,SI2,2875,149.44
0.77,Ideal,H,SI1,2875,126.11
1.0,Fair,J,VS1,2875,161.83
1.0,Fair,I,SI1,2875,147.02
1.0,Fair,H,SI2,2875,160.33
0.73,Premium,E,VS1,2876,116.92
0.79,Premium,E,VS2,2876,131.47
0.72,Very Good,H,VS1,2877,118.03
0.71,Ideal,E,VS1,2877,117.01
0.74,Ideal,G,VS2,2877,122.41
0.7,Good,H,VVS1,2877,111.89
0.7,Good,F,VS1,2877,117.32
0.79,Very Good,F,SI1,2878,127.36
0.79,Very Good,F,SI1,2878,125.81
0.79,Very Good,D,SI2,2878,131.11
0.71,Ideal,I,VS2,2878,118.19
0.79,Ideal,F,SI1,2878,128.36
0.73,Very Good,F,SI1,2879,121.89
0.63,Premium,E,IF,2879,102.51
0.7,Premium,F,VS1,2879,112.68
0.71,Premium,F,VS1,2879,115.58
0.84,Ideal,G,SI2,2879,139.48
0.84,Ideal,G,SI2,2879,138.22
1.02,Ideal,J,SI2,2879,166.81
0.72,Fair,F,VS1,2879,113.94
0.72,Ideal,F,VS1,2879,117.5
0.92,Very Good,J,SI2,2880,152.87
0.74,Very Good,D,SI1,2880,120.17
0.7,Ideal,H,VVS1,2881,116.35
0.71,Very Good,E,VS2,2881,119.17
1.05,Premium,H,I1,2881,169.06
0.7,Very Good,H,IF,2882,112.41
0.54,Ideal,F,VVS1,2882,89.13
0.73,Premium,F,VS2,2882,120.33
0.88,Fair,F,SI1,2882,145.39
0.73,Premium,F,VS2,2882,123.34
0.72,Ideal,D,SI1,2883,119.26
0.9,Good,H,SI2,2883,138.49
0.9,Fair,H,SI2,2883,139.34
1.03,Fair,I,SI2,2884,162.86
0.84,Very Good,F,SI1,2885,136.02
1.01,Premium,I,SI1,2885,157.91
0.77,Ideal,D,SI2,2885,127.35
0.8,Fair,E,SI1,2885,132.9
0.9,Fair,D,SI2,2885,141.72
0.73,Ideal,E,SI1,2886,119.76
0.72,Ideal,E,SI1,2886,113.93
0.71,Very Good,D,SI1,2887,118.69
0.7,Premium,E,VS1,2887,114.33
0.79,Ideal,I,VS1,2888,129.71
0.72,Very Good,G,VVS2,2889,115.66
0.7,Very Good,E,VS2,2889,113.88
0.7,Very Good,F,VS1,2889,114.8
0.9,Good,H,SI2,2889,145.08
0.71,Very Good,F,VS1,2889,116.52
0.5,Ideal,E,VVS2,2889,82.45
0.5,Ideal,E,VVS2,2889,82.45
0.74,Ideal,F,SI1,2889,122.52
0.77,Premium,F,VS2,2889,128.27
0.77,Premium,E,SI1,2889,127.24
0.8,Ideal,F,SI1,2890,135.12
0.8,Ideal,F,SI1,2890,127.1
0.8,Premium,F,SI1,2890,129.79
0.8,Good,F,SI1,2890,127.65
0.66,Ideal,G,VVS1,2890,107.69
0.71,Very Good,E,VS2,2891,116.37
0.71,Ideal,F,VS2,2891,116.38
0.71,Ideal,E,VS2,2891,117.04
0.71,Ideal,E,VS2,2891,117.87
0.72,Ideal,D,SI1,2891,118.88
0.71,Good,D,VS2,2891,116.27
0.86,Ideal,H,SI2,2892,142.42
1.19,Fair,H,I1,2892,186.02
0.71,Very Good,F,VS1,2893,115.05
0.82,Very Good,G,SI2,2893,136.04
0.71,Ideal,G,VVS2,2893,116.3
0.75,Ideal,F,VS2,2893,122.32
0.7,Very Good,H,VVS1,2893,117.05
0.8,Ideal,G,SI2,2893,128.67
0.82,Good,G,SI2,2893,131.26
0.82,Very Good,G,SI1,2893,134.49
0.82,Premium,G,SI1,2893,134.34
0.81,Very Good,E,SI2,2894,131.34
0.81,Ideal,G,SI2,2894,133.03
0.76,Ideal,F,SI1,2894,126.01
0.71,Very Good,G,VS2,2895,116.65
0.7,Very Good,F,VS1,2895,115.08
0.7,Ideal,G,VVS2,2895,116.88
0.74,Very Good,G,VS1,2896,120.94
0.77,Very Good,G,VS2,2896,123.27
0.77,Very Good,G,VS2,2896,127.41
0.53,Ideal,F,VVS1,2896,87.13
0.79,Ideal,D,SI1,2896,128.57
0.73,Ideal,E,SI2,2896,122.44
0.77,Ideal,D,SI2,2896,124.99
0.77,Premium,E,SI1,2896,125.74
1.01,Very Good,I,I1,2896,163.12
1.01,Ideal,I,I1,2896,165.42
0.6,Very Good,D,VVS2,2897,100.55
0.76,Premium,E,SI1,2897,124.12
0.54,Ideal,D,VVS2,2897,92.26
0.72,Ideal,E,SI1,2897,116.6
0.72,Good,F,VS1,2897,119.29
0.74,Premium,D,VS2,2897,120.01
1.12,Premium,J,SI2,2898,177.94
0.75,Ideal,D,SI1,2898,122.41
0.77,Ideal,D,SI1,2898,126.23
0.98,Good,H,SI2,2898,158.37
0.79,Ideal,G,SI1,2898,129.08
0.79,Ideal,G,SI1,2898,126.32
0.79,Ideal,G,SI1,2898,126.32
0.79,Ideal,G,SI1,2898,126.32
0.79,Ideal,G,SI1,2898,126.32
0.79,Ideal,G,SI1,2898,126.32
0.7,Good,G,VVS1,2899,115.59
0.7,Very Good,F,SI1,2900,115.62
0.72,Premium,D,VS1,2900,113.93
0.8,Premium,F,SI1,2901,130.02
0.81,Ideal,E,SI2,2901,130.94
0.81,Premium,E,SI2,2901,130.68
0.74,Ideal,E,VS2,2901,120.56
0.73,Premium,E,VS2,2902,117.5
0.73,Ideal,E,VS2,2902,120.51
0.75,Ideal,G,SI1,2902,122.78
0.71,Fair,E,VS2,2902,113.73
0.71,Premium,E,VS2,2902,117.74
0.75,Premium,D,SI1,2903,120.1
0.75,Ideal,D,SI1,2903,122.41
0.72,Ideal,D,SI1,2903,118.65
0.72,Premium,D,SI1,2903,116.7
0.72,Premium,E,VS2,2903,117.73
0.79,Very Good,F,SI1,2904,130.94
0.79,Very Good,D,SI2,2904,127.36
0.7,Very Good,E,VS1,2904,118.18
0.62,Ideal,E,VVS2,2904,103.15
0.7,Very Good,G,VVS2,2905,115.72
0.7,Very Good,G,VVS2,2905,113.16
0.7,Very Good,G,VVS2,2905,111.53
0.71,Very Good,G,VS2,2905,113.88
0.86,Very Good,I,VS1,2905,140.91
0.53,Ideal,D,VVS1,2905,87.1
0.91,Very Good,J,SI1,2905,147.27
0.95,Good,I,SI2,2905,150.47
0.91,Premium,J,SI1,2905,147.09
0.74,Very Good,D,VS2,2906,119.85
0.8,Ideal,I,VS1,2906,129.98
0.74,Good,E,SI1,2906,119.36
0.61,Ideal,E,VVS2,2907,99.48
0.61,Ideal,E,VVS2,2907,100.14
0.61,Ideal,E,VVS2,2907,100.03
0.72,Ideal,H,VVS1,2907,116.31
0.7,Ideal,F,VS2,2907,116.07
0.71,Ideal,F,VS1,2907,115.82
0.79,Ideal,G,SI1,2907,130.32
0.72,Ideal,E,SI1,2907,116.93
0.33,Ideal,G,SI2,557,54.88
0.39,Ideal,H,SI2,558,63.08
0.32,Ideal,D,SI1,558,53.5
0.25,Premium,F,VS1,558,40.21
0.25,Good,F,VS1,558,41.47
0.25,Premium,E,VS1,558,42.44
0.25,Premium,E,VS1,558,40.28
0.31,Premium,I,VS2,558,50.26
0.31,Premium,I,VS2,558,50.92
0.31,Very Good,I,VS2,558,52.03
0.31,Premium,I,VS2,558,50.74
0.31,Premium,H,SI1,558,51.68
0.31,Premium,H,SI1,558,50.69
0.31,Ideal,E,SI2,558,51.68
0.31,Ideal,E,SI2,558,52.08
0.31,Ideal,E,SI2,558,50.64
0.31,Premium,I,VS2,558,51.57
0.31,Ideal,I,VS2,558,50.69
0.31,Premium,I,VS2,558,51.89
0.31,Premium,I,VS2,558,50.99
0.31,Premium,I,VS2,558,49.31
0.31,Very Good,I,VS2,558,51.07
0.31,Premium,I,VS2,558,50.09
0.31,Premium,H,SI1,558,51.68
0.31,Premium,H,SI1,558,50.56
0.31,Good,H,SI1,558,50.36
0.31,Premium,H,SI1,558,50.62
0.31,Premium,H,SI1,558,49.92
0.31,Ideal,H,SI1,558,49.69
0.31,Premium,E,SI2,558,50.68
0.82,Very Good,H,SI1,2908,132.35
0.73,Ideal,I,VS1,2908,121.26
0.7,Premium,D,VS2,2909,114.38
0.7,Premium,D,VS2,2909,112.74
0.71,Ideal,H,VS1,2909,118.47
0.71,Ideal,H,VS1,2909,115.82
0.9,Ideal,I,SI2,2909,144.57
0.71,Very Good,D,VS1,2910,112.2
1.05,Premium,I,SI2,2911,174.81
0.59,Ideal,E,VVS2,2911,96.23
0.71,Ideal,G,VS2,2911,116.93
0.77,Good,F,VS2,2911,125.32
0.73,Good,E,VS2,2912,118.91
0.7,Good,E,VS2,2912,109.22
0.73,Good,E,VS2,2912,120.56
0.8,Premium,E,SI1,2912,129.65
1.0,Fair,H,SI2,2912,159.88
1.0,Fair,I,SI1,2912,162.62
1.0,Fair,H,SI2,2912,159.12
0.7,Very Good,D,VS2,2913,114.26
0.71,Premium,D,SI1,2913,117.86
0.71,Premium,G,SI2,2913,113.86
0.71,Premium,D,SI1,2913,116.93
0.71,Very Good,D,SI1,2913,116.62
0.71,Ideal,D,SI1,2913,115.7
0.71,Premium,D,SI1,2913,117.13
0.91,Premium,I,SI2,2913,148.23
0.83,Premium,E,SI1,2913,135.08
0.85,Ideal,G,SI2,2913,138.07
0.8,Very Good,F,SI1,2914,128.74
0.73,Ideal,E,SI1,2914,118.6
0.83,Very Good,I,VS2,2915,136.67
0.77,Very Good,G,SI1,2915,126.31
0.8,Very Good,G,SI2,2915,132.09
0.71,Ideal,F,VS2,2915,116.68
0.73,Very Good,H,VS1,2916,119.7
0.93,Ideal,I,SI1,2917,150.69
0.74,Premium,F,VS1,2917,119.44
0.7,Ideal,E,VS2,2917,112.69
0.71,Ideal,F,VS2,2917,116.38
0.71,Very Good,F,VS2,2918,118.89
0.8,Very Good,H,VS2,2918,133.14
0.71,Ideal,H,VVS1,2918,116.88
0.72,Ideal,I,VS2,2918,118.52
0.83,Very Good,D,SI2,2918,131.29
0.72,Very Good,G,VS1,2919,119.03
0.8,Very Good,H,SI1,2919,130.9
0.73,Premium,G,VVS2,2919,119.52
0.7,Good,F,VS1,2919,111.75
0.73,Ideal,H,VS1,2919,119.39
0.73,Ideal,G,VVS2,2919,120.76
0.71,Premium,E,VS1,2920,118.07
0.72,Ideal,F,SI1,2920,120.04
0.71,Premium,F,VS1,2920,118.61
0.71,Ideal,F,VS1,2920,115.26
0.74,Very Good,H,VVS2,2921,118.08
0.71,Very Good,E,VS2,2921,116.33
0.71,Very Good,E,VS2,2921,116.32
0.71,Very Good,D,SI1,2921,115.73
0.65,Ideal,F,VVS2,2921,107.37
0.9,Fair,I,VS2,2921,139.06
0.71,Very Good,E,VS2,2922,113.07
0.71,Very Good,E,VS2,2922,113.56
0.68,Very Good,F,VS1,2922,115.06
0.53,Ideal,F,VVS1,2922,87.13
0.77,Ideal,D,SI2,2922,126.03
0.72,Very Good,E,VS2,2923,117.37
0.72,Very Good,E,VS2,2923,116.76
0.7,Very Good,E,SI1,2923,112.12
0.75,Very Good,E,SI1,2923,121.23
0.75,Very Good,E,SI1,2923,122.44
0.87,Ideal,H,SI1,2923,141.53
0.71,Ideal,E,VS1,2923,117.01
0.77,Ideal,D,SI2,2923,130.75
0.78,Ideal,F,SI1,2923,129.3
0.75,Good,E,SI1,2923,123.82
0.9,Premium,I,VS2,2923,147.55
0.7,Ideal,I,VS1,2924,115.57
0.8,Very Good,D,SI1,2925,128.84
0.7,Very Good,F,VS1,2925,111.38
0.51,Very Good,E,IF,2925,81.77
0.71,Ideal,I,IF,2925,117.24
1.02,Ideal,I,I1,2925,166.76
1.2,Premium,I,I1,2925,193.96
0.81,Good,D,SI2,2926,129.53
0.81,Premium,F,SI1,2926,133.14
0.81,Premium,F,SI1,2926,130.44
0.77,Very Good,H,VS1,2927,124.22
0.8,Ideal,I,SI1,2927,133.45
0.9,Premium,H,SI2,2927,149.07
0.7,Very Good,F,VS2,2928,115.97
0.7,Very Good,D,VS2,2928,112.02
0.74,Very Good,E,SI1,2929,121.21
0.8,Very Good,G,VS2,2929,134.61
0.7,Ideal,G,VS2,2929,114.16
0.7,Ideal,E,SI1,2929,117.6
0.71,Very Good,E,VS2,2930,115.04
0.7,Premium,E,VS1,2930,112.88
0.7,Ideal,E,VS1,2930,115.14
0.71,Ideal,F,VS2,2930,116.27
0.71,Ideal,G,VS1,2930,116.72
0.71,Ideal,G,VS1,2930,115.06
0.9,Very Good,E,SI2,2930,140.98
0.9,Fair,E,SI2,2930,144.69
0.71,Ideal,G,VVS1,2930,115.7
0.7,Very Good,G,VVS2,2931,114.99
0.72,Very Good,F,VS2,2931,117.49
0.72,Ideal,F,VS2,2931,116.02
0.7,Premium,G,VVS1,2932,112.64
0.7,Premium,F,VVS2,2932,116.24
0.7,Very Good,F,VVS2,2932,112.84
0.72,Very Good,G,VVS2,2933,114.81
0.59,Very Good,D,VVS2,2933,98.86
0.73,Premium,F,VS2,2933,120.33
0.75,Ideal,F,VS2,2933,124.14
0.75,Good,D,SI2,2933,125.96
0.9,Good,H,SI2,2934,138.49
0.71,Ideal,D,SI2,2934,118.24
0.91,Premium,H,SI1,2935,144.22
1.17,Fair,I,I1,2935,190.03
0.8,Premium,H,VS1,2935,126.62
0.7,Very Good,G,VVS2,2936,112.12
0.81,Very Good,H,SI1,2936,135.3
0.74,Ideal,F,VS2,2936,120.18
0.7,Ideal,D,SI2,2936,116.19
0.82,Ideal,E,SI2,2937,133.7
0.76,Premium,E,SI1,2937,128.18
0.76,Premium,G,VS1,2937,126.09
0.95,Premium,G,SI2,2937,149.05
0.71,Very Good,H,VVS1,2938,115.58
0.71,Very Good,H,VVS1,2938,113.73
0.81,Ideal,E,SI2,2938,135.3
0.73,Very Good,F,VS2,2939,118.61
0.73,Very Good,G,VS1,2939,118.2
0.83,Very Good,F,SI2,2939,134.14
0.77,Premium,D,SI1,2939,127.3
0.8,Ideal,E,SI2,2939,132.42
0.73,Ideal,F,VS2,2939,118.82
0.72,Ideal,E,SI2,2939,117.01
0.75,Ideal,G,VS2,2939,125.82
0.8,Premium,E,SI2,2939,129.02
0.81,Ideal,I,VS2,2939,133.78
0.82,Premium,H,VS2,2939,132.49
0.7,Good,F,VVS2,2940,112.32
1.24,Very Good,J,I1,2940,201.93
0.7,Very Good,F,VVS2,2940,111.18
0.7,Ideal,F,VS1,2940,118.2
0.75,Fair,E,VS2,2940,128.88
1.0,Good,H,I1,2940,168.16
0.75,Ideal,E,VS2,2940,121.81
0.7,Ideal,E,VS2,2940,114.24
0.79,Very Good,E,SI2,2941,131.04
0.8,Good,F,SI1,2941,127.65
0.81,Very Good,F,SI2,2942,131.03
0.71,Premium,F,VS1,2942,115.64
1.03,Fair,G,SI2,2942,161.97
0.7,Ideal,F,VS2,2942,117.8
0.76,Premium,D,SI1,2942,122.02
1.01,Fair,G,SI2,2942,162.23
0.73,Ideal,D,SI1,2943,119.76
0.72,Ideal,F,VS2,2943,118.44
0.74,Very Good,H,VVS2,2944,121.13
0.79,Ideal,G,SI1,2944,131.16
0.57,Very Good,D,VVS1,2945,95.88
0.79,Very Good,H,VS2,2945,127.35
0.78,Very Good,D,SI1,2945,126.89
0.85,Good,G,SI1,2945,137.7
0.71,Very Good,E,VS1,2946,114.48
0.71,Very Good,E,VS1,2946,116.72
0.72,Ideal,H,VVS1,2946,117.42
0.72,Ideal,H,VVS1,2946,116.6
0.77,Ideal,I,SI1,2946,127.35
0.79,Ideal,E,SI1,2946,129.32
0.78,Very Good,H,VS1,2947,128.7
0.76,Ideal,E,VS1,2947,124.01
0.92,Ideal,H,SI2,2947,150.24
0.73,Premium,D,VS2,2947,118.54
0.7,Ideal,H,VVS1,2947,113.59
0.7,Ideal,H,VVS1,2947,117.13
0.74,Ideal,I,VS1,2947,121.31
0.74,Ideal,I,VS1,2947,121.96
0.73,Ideal,D,SI1,2947,119.42
0.82,Good,H,VS2,2947,135.22
0.9,Premium,I,SI1,2947,147.72
0.73,Ideal,G,VS1,2948,121.6
0.7,Ideal,E,SI1,2948,114.29
0.9,Premium,I,SI2,2948,143.68
0.9,Fair,I,SI2,2948,135.64
0.9,Premium,I,SI2,2948,148.28
0.9,Ideal,I,SI2,2948,146.28
1.0,Fair,E,SI2,2948,158.22
0.72,Very Good,E,VS2,2949,116.43
0.76,Ideal,E,SI1,2949,124.52
0.77,Ideal,D,SI1,2949,126.23
0.72,Ideal,H,VS1,2949,117.21
0.99,Fair,J,SI1,2949,161.85
0.81,Very Good,I,VS1,2950,130.81
0.71,Ideal,G,VS1,2950,115.87
0.71,Premium,D,VS2,2950,115.01
0.54,Ideal,F,VVS1,2951,90.43
0.72,Very Good,D,VS1,2951,113.93
0.81,Ideal,H,SI1,2951,131.56
0.73,Ideal,F,SI1,2951,119.34
0.72,Ideal,E,SI1,2951,120.04
0.7,Very Good,E,VS2,2952,113.81
0.7,Very Good,E,VS2,2952,114.28
0.7,Very Good,E,VS2,2952,111.41
0.7,Very Good,E,VS1,2952,112.99
0.72,Ideal,G,VS2,2952,118.39
0.72,Ideal,G,VS2,2952,118.6
0.7,Ideal,E,VS2,2952,115.62
0.7,Ideal,E,VS2,2952,113.2
0.7,Ideal,E,VS2,2952,116.88
0.74,Ideal,I,IF,2952,121.1
0.7,Good,E,VS1,2952,113.26
0.8,Very Good,H,VS2,2953,130.45
0.79,Premium,F,VS2,2953,123.97
0.75,Good,F,VS1,2953,118.7
0.71,Very Good,E,VS2,2954,117.74
0.72,Ideal,D,SI1,2954,118.65
0.72,Premium,E,VS2,2954,117.73
0.72,Premium,D,SI1,2954,116.7
0.75,Ideal,D,SI1,2954,122.41
